time,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,precipitation,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2026-07-05 22:00:00,29.6,82,26.1,998.5,0.0,93,11.5,256,30.6
2026-07-05 23:00:00,29.8,80,26.1,998.3,0.0,99,11.0,268,27.4
2026-07-06 00:00:00,29.4,83,26.2,997.9,0.0,98,10.6,260,25.9
2026-07-06 01:00:00,29.0,86,26.5,997.3,0.0,97,9.2,254,25.2
2026-07-06 02:00:00,29.0,87,26.6,997.0,0.0,98,9.0,250,21.6
2026-07-06 03:00:00,28.7,89,26.7,996.8,0.0,98,10.0,255,23.0
2026-07-06 04:00:00,28.6,90,26.7,996.8,0.0,98,9.6,265,23.8
2026-07-06 05:00:00,28.7,89,26.8,996.5,0.0,54,11.2,260,22.0
2026-07-06 06:00:00,28.8,88,26.7,997.0,0.0,100,11.0,270,24.1
2026-07-06 07:00:00,29.2,86,26.6,997.7,0.0,41,10.3,268,24.5
2026-07-06 08:00:00,30.3,80,26.4,998.0,0.0,32,10.5,262,26.6
2026-07-06 09:00:00,31.6,72,25.9,998.1,0.0,24,12.0,263,31.0
2026-07-06 10:00:00,32.6,67,25.7,997.9,0.0,15,12.6,260,33.8
2026-07-06 11:00:00,33.1,62,24.9,998.2,0.0,21,11.4,252,34.2
2026-07-06 12:00:00,33.3,63,25.3,997.6,0.0,16,12.1,232,34.2
2026-07-06 13:00:00,33.3,64,25.6,996.8,0.0,5,13.1,229,37.1
2026-07-06 14:00:00,33.2,66,25.9,996.2,0.0,2,14.4,227,39.6
2026-07-06 15:00:00,32.6,69,26.1,995.7,0.0,1,14.2,219,40.0
2026-07-06 16:00:00,32.1,70,26.1,995.5,0.0,1,13.0,223,39.2
2026-07-06 17:00:00,31.8,72,26.2,995.1,0.0,5,13.3,228,36.0
2026-07-06 18:00:00,30.9,76,26.3,995.4,0.0,16,13.4,228,35.3
2026-07-06 19:00:00,30.0,81,26.4,995.5,0.0,17,13.9,224,34.9
2026-07-06 20:00:00,29.8,81,26.2,995.9,0.0,75,12.8,220,34.6
2026-07-06 21:00:00,29.9,80,26.1,997.2,0.0,40,9.6,250,30.6
2026-07-06 22:00:00,29.8,81,26.3,997.7,0.0,41,7.5,233,23.8
2026-07-06 23:00:00,29.7,81,26.1,997.6,0.0,43,7.8,226,19.8
2026-07-07 00:00:00,29.3,83,26.2,997.4,0.0,48,6.2,224,19.1
2026-07-07 01:00:00,29.1,85,26.3,997.1,0.0,25,5.7,233,15.8
2026-07-07 02:00:00,28.8,87,26.3,996.9,0.0,18,2.9,223,14.4
2026-07-07 03:00:00,28.5,88,26.3,996.3,0.0,4,5.6,182,13.0
2026-07-07 04:00:00,28.4,89,26.5,995.8,0.0,17,7.3,171,15.5
2026-07-07 05:00:00,28.7,91,27.1,997.3,0.0,32,9.7,227,16.2
2026-07-07 06:00:00,28.6,92,27.2,997.5,0.0,41,8.4,227,23.0
2026-07-07 07:00:00,29.4,87,27.1,997.8,0.0,45,9.6,232,22.7
2026-07-07 08:00:00,30.2,83,26.9,997.6,0.0,39,11.2,238,28.4
2026-07-07 09:00:00,31.1,77,26.6,997.7,0.0,28,10.1,237,28.4
2026-07-07 10:00:00,32.2,71,26.3,997.5,0.0,27,10.4,233,29.5
2026-07-07 11:00:00,32.8,67,25.8,997.5,0.0,17,11.4,235,32.8
2026-07-07 12:00:00,33.5,65,26.0,996.8,0.0,13,10.3,227,32.8
2026-07-07 13:00:00,33.7,66,26.4,996.3,0.0,4,11.3,209,32.8
2026-07-07 14:00:00,32.9,70,26.7,995.9,0.0,14,14.5,203,40.0
2026-07-07 15:00:00,32.5,69,26.1,995.5,0.0,15,13.6,209,40.7
2026-07-07 16:00:00,32.2,70,26.2,995.0,0.0,26,11.8,218,37.8
2026-07-07 17:00:00,32.2,70,26.1,995.5,0.0,62,9.6,214,33.5
2026-07-07 18:00:00,31.1,77,26.5,995.1,0.0,73,12.1,195,31.7
2026-07-07 19:00:00,30.3,83,27.0,995.2,0.0,94,16.5,188,40.0
2026-07-07 20:00:00,30.1,83,26.9,996.5,0.0,75,13.9,213,40.7
2026-07-07 21:00:00,30.0,84,26.9,996.9,0.0,38,11.6,206,33.5
2026-07-07 22:00:00,29.7,85,27.0,997.6,0.0,46,9.8,220,28.4
2026-07-07 23:00:00,29.7,84,26.8,997.6,0.0,75,11.4,241,27.0
2026-07-08 00:00:00,29.4,86,26.8,997.1,0.0,91,11.4,239,28.4
2026-07-08 01:00:00,29.3,85,26.6,996.7,0.0,97,10.9,241,27.4
2026-07-08 02:00:00,29.2,87,26.7,996.6,0.0,98,9.2,242,26.3
2026-07-08 03:00:00,29.1,87,26.7,996.2,0.0,98,10.4,247,24.8
2026-07-08 04:00:00,28.9,89,26.8,995.8,0.0,97,10.5,258,25.6
2026-07-08 05:00:00,28.7,90,26.9,995.7,0.0,91,11.0,260,24.8
2026-07-08 06:00:00,28.5,89,26.5,995.7,0.0,84,10.6,260,25.9
2026-07-08 07:00:00,29.0,85,26.2,996.4,0.0,95,11.1,254,26.6
2026-07-08 08:00:00,30.0,78,25.8,996.9,0.0,77,11.9,255,30.2
2026-07-08 09:00:00,31.3,71,25.3,997.2,0.0,13,10.8,249,30.6
2026-07-08 10:00:00,32.0,68,25.3,997.4,0.0,45,11.8,230,32.4
2026-07-08 11:00:00,32.0,68,25.4,997.3,0.0,87,15.5,228,38.5
2026-07-08 12:00:00,32.1,68,25.4,997.3,0.0,90,16.6,227,42.8
2026-07-08 13:00:00,32.0,69,25.6,996.8,0.0,94,17.1,229,44.3
2026-07-08 14:00:00,32.1,69,25.6,996.3,0.0,96,18.0,228,46.4
2026-07-08 15:00:00,32.1,70,25.9,995.9,0.0,96,18.0,231,47.5
2026-07-08 16:00:00,31.7,72,26.1,995.2,0.0,93,18.4,231,47.2
2026-07-08 17:00:00,31.2,74,26.0,995.4,0.0,87,19.4,236,47.2
2026-07-08 18:00:00,30.3,77,25.8,995.5,0.0,100,19.3,237,48.2
2026-07-08 19:00:00,29.6,80,25.8,995.8,0.0,98,18.2,237,47.5
2026-07-08 20:00:00,29.4,80,25.5,996.4,0.0,89,17.2,232,43.2
2026-07-08 21:00:00,29.1,82,25.8,997.3,0.0,74,15.6,231,40.3
2026-07-08 22:00:00,29.0,82,25.7,998.2,0.0,54,15.0,243,37.1
2026-07-08 23:00:00,29.3,81,25.6,998.0,0.0,37,14.5,253,35.6
2026-07-09 00:00:00,28.9,83,25.8,997.7,0.1,50,15.1,255,35.6
2026-07-09 01:00:00,28.9,83,25.7,997.7,0.1,41,15.6,253,36.4
2026-07-09 02:00:00,28.5,88,26.3,997.2,0.0,48,13.9,256,36.7
2026-07-09 03:00:00,28.4,88,26.2,997.3,0.0,62,13.5,257,33.8
2026-07-09 04:00:00,28.2,88,26.1,997.3,0.0,51,14.6,249,31.0
2026-07-09 05:00:00,28.5,87,26.1,997.6,0.0,46,15.2,246,33.5
2026-07-09 06:00:00,28.4,87,26.0,998.0,0.0,38,15.4,247,33.5
2026-07-09 07:00:00,28.9,84,25.9,998.5,0.0,54,17.3,250,40.3
2026-07-09 08:00:00,29.7,78,25.6,998.9,0.1,44,18.2,252,43.6
2026-07-09 09:00:00,30.4,74,25.2,999.3,0.1,57,19.2,251,46.8
2026-07-09 10:00:00,31.0,71,25.1,999.4,0.0,59,19.5,249,48.2
2026-07-09 11:00:00,31.7,66,24.6,999.9,0.0,42,19.9,247,49.3
2026-07-09 12:00:00,31.8,64,24.2,999.8,0.0,58,19.9,245,50.4
2026-07-09 13:00:00,32.0,64,24.3,999.6,0.0,77,19.7,240,50.4
2026-07-09 14:00:00,31.8,64,24.2,999.4,0.0,81,20.2,234,50.8
2026-07-09 15:00:00,31.5,67,24.6,999.3,0.0,66,21.4,231,53.3
2026-07-09 16:00:00,31.0,68,24.5,999.0,0.0,59,20.7,231,53.3
2026-07-09 17:00:00,30.8,67,23.8,999.0,0.0,72,19.9,232,52.2
2026-07-09 18:00:00,29.9,72,24.2,999.3,0.0,50,19.1,234,49.3
2026-07-09 19:00:00,29.4,74,24.3,999.8,0.0,38,18.1,238,46.1
2026-07-09 20:00:00,29.3,73,24.1,1000.4,0.0,47,17.6,236,43.6
2026-07-09 21:00:00,29.1,76,24.4,1000.8,0.0,56,19.6,232,46.1
2026-07-09 22:00:00,28.9,77,24.5,1001.7,0.0,45,17.7,237,46.8
2026-07-09 23:00:00,29.2,78,25.0,1001.5,0.1,24,17.2,244,40.7
2026-07-10 00:00:00,28.7,82,25.3,1001.5,0.0,20,18.3,244,42.1
2026-07-10 01:00:00,28.4,84,25.4,1001.3,0.0,28,17.3,246,41.8
2026-07-10 02:00:00,28.3,83,25.2,1000.8,0.0,48,16.9,243,40.3
2026-07-10 03:00:00,28.3,83,25.2,1000.8,0.0,40,18.4,244,38.9
2026-07-10 04:00:00,28.1,84,25.1,1000.6,0.0,91,19.2,248,41.0
2026-07-10 05:00:00,28.5,83,25.4,1000.9,0.0,38,19.1,250,42.5
2026-07-10 06:00:00,28.3,83,25.1,1001.1,0.0,47,18.6,253,41.4
2026-07-10 07:00:00,28.6,81,25.1,1001.5,0.1,59,20.8,253,47.9
2026-07-10 08:00:00,29.4,76,24.7,1002.3,0.1,76,21.8,252,51.1
2026-07-10 09:00:00,30.0,73,24.7,1002.5,0.1,91,22.4,251,53.3
2026-07-10 10:00:00,30.4,71,24.7,1002.7,0.1,99,22.1,251,54.0
2026-07-10 11:00:00,30.9,68,24.4,1002.9,0.1,100,22.2,249,54.7
2026-07-10 12:00:00,30.9,67,24.1,1002.7,0.0,98,22.8,246,55.8
2026-07-10 13:00:00,31.0,69,24.6,1002.4,0.1,99,23.5,244,58.0
2026-07-10 14:00:00,30.5,71,24.7,1001.8,0.0,97,23.3,243,58.3
2026-07-10 15:00:00,31.0,68,24.5,1001.3,0.1,99,23.7,239,58.0
2026-07-10 16:00:00,30.2,74,24.9,1001.1,0.0,77,23.7,241,58.3
2026-07-10 17:00:00,30.6,70,24.6,1000.8,0.0,62,23.6,246,56.9
2026-07-10 18:00:00,29.9,74,24.7,1000.7,0.0,98,24.0,247,57.6
2026-07-10 19:00:00,29.3,77,24.9,1001.0,0.1,98,23.2,251,56.9
2026-07-10 20:00:00,29.0,80,25.2,1001.3,0.0,98,21.5,250,54.0
2026-07-10 21:00:00,28.6,83,25.4,1001.7,0.0,88,20.7,246,50.0
2026-07-10 22:00:00,28.4,84,25.4,1002.3,0.0,95,20.1,246,47.2
2026-07-10 23:00:00,28.5,84,25.5,1001.7,0.0,29,19.0,255,50.0
2026-07-11 00:00:00,28.3,85,25.4,1001.5,0.0,30,18.3,253,48.2
2026-07-11 01:00:00,28.1,85,25.4,1000.8,0.0,21,19.4,247,42.1
2026-07-11 02:00:00,28.1,86,25.5,1000.3,0.0,11,21.7,242,46.8
2026-07-11 03:00:00,28.1,86,25.5,1000.1,0.0,38,21.9,246,47.5
2026-07-11 04:00:00,28.1,86,25.5,1000.0,0.0,38,21.6,251,47.2
2026-07-11 05:00:00,27.9,87,25.6,1000.0,0.0,38,23.1,251,47.2
2026-07-11 06:00:00,27.9,87,25.5,1000.2,0.0,52,21.5,254,50.0
2026-07-11 07:00:00,28.3,84,25.4,1000.4,0.1,52,22.4,255,51.8
2026-07-11 08:00:00,29.1,79,25.0,1000.7,0.1,41,24.0,256,56.2
2026-07-11 09:00:00,30.1,73,24.7,1000.8,0.1,95,23.9,254,57.2
2026-07-11 10:00:00,30.6,70,24.6,1000.8,0.1,98,25.0,249,59.4
2026-07-11 11:00:00,30.7,70,24.7,1000.7,0.1,87,24.9,248,59.8
2026-07-11 12:00:00,31.0,69,24.6,1000.1,0.0,96,24.4,243,61.2
2026-07-11 13:00:00,31.1,68,24.6,999.5,0.0,99,23.2,239,59.0
2026-07-11 14:00:00,30.8,70,24.8,999.0,0.1,98,23.3,234,58.0
2026-07-11 15:00:00,30.6,72,24.9,998.6,0.1,90,24.1,231,58.7
2026-07-11 16:00:00,30.4,73,24.9,998.1,0.1,55,24.0,230,58.3
2026-07-11 17:00:00,30.2,73,24.9,997.8,0.1,52,24.1,232,57.6
2026-07-11 18:00:00,29.7,76,25.1,997.9,0.0,32,22.4,232,57.6
2026-07-11 19:00:00,28.9,82,25.6,997.7,0.0,27,19.5,225,53.3
2026-07-11 20:00:00,28.5,85,25.8,998.0,0.0,14,17.2,222,45.0
2026-07-11 21:00:00,28.5,85,25.6,998.8,0.0,20,16.1,233,40.3
2026-07-11 22:00:00,28.4,85,25.6,999.3,0.0,63,14.2,238,36.7
2026-07-11 23:00:00,28.8,83,25.6,998.7,0.0,77,15.9,235,33.8
2026-07-12 00:00:00,28.5,85,25.7,998.2,0.0,80,16.7,237,36.4
2026-07-12 01:00:00,28.4,85,25.7,997.6,0.0,95,17.4,240,38.2
2026-07-12 02:00:00,28.3,85,25.6,996.9,0.0,90,17.2,240,38.2
2026-07-12 03:00:00,28.1,86,25.5,996.4,0.0,4,16.4,243,37.4
2026-07-12 04:00:00,28.1,85,25.3,995.8,0.0,0,16.3,242,36.0
2026-07-12 05:00:00,28.4,85,25.6,995.1,0.0,74,18.8,241,35.3
2026-07-12 06:00:00,28.4,85,25.6,995.4,0.0,29,18.3,242,40.7
2026-07-12 07:00:00,28.9,83,25.7,995.6,0.0,2,15.9,239,39.6
2026-07-12 08:00:00,29.9,78,25.5,995.7,0.0,1,19.0,237,44.3
2026-07-12 09:00:00,30.8,74,25.5,995.8,0.0,9,19.7,233,47.9
2026-07-12 10:00:00,31.6,71,25.7,995.4,0.0,13,19.7,230,49.3
2026-07-12 11:00:00,31.5,71,25.5,995.6,0.0,30,22.6,245,52.6
2026-07-12 12:00:00,32.2,67,25.4,995.2,0.0,7,20.3,241,55.4
2026-07-12 13:00:00,32.8,66,25.5,994.8,0.0,0,20.1,236,51.1
2026-07-12 14:00:00,32.8,66,25.5,994.3,0.0,0,20.4,233,51.8
2026-07-12 15:00:00,32.6,65,25.2,993.8,0.0,11,21.1,233,52.6
2026-07-12 16:00:00,32.2,67,25.2,993.4,0.0,2,19.7,234,52.9
2026-07-12 17:00:00,31.3,71,25.3,993.9,0.0,2,17.8,219,49.0
2026-07-12 18:00:00,30.4,74,25.3,994.2,0.0,2,16.6,221,43.9
2026-07-12 19:00:00,29.7,77,25.3,994.8,0.0,2,13.8,221,40.0
2026-07-12 20:00:00,29.4,79,25.3,995.5,0.0,6,13.4,212,32.8
2026-07-12 21:00:00,29.1,80,25.2,996.2,0.0,41,15.7,224,35.3
2026-07-12 22:00:00,29.0,80,25.2,996.6,0.0,23,15.1,225,35.6
2026-07-12 23:00:00,29.4,78,25.3,996.9,0.0,54,15.8,229,35.6
2026-07-13 00:00:00,29.1,80,25.2,996.8,0.0,47,14.9,236,34.6
2026-07-13 01:00:00,29.0,80,25.2,996.9,0.0,27,14.2,240,32.8
2026-07-13 02:00:00,28.9,79,24.9,996.2,0.0,48,16.3,236,36.0
2026-07-13 03:00:00,28.8,79,24.9,995.9,0.0,31,16.7,237,36.4
2026-07-13 04:00:00,28.8,79,24.7,995.8,0.0,84,17.6,239,38.2
2026-07-13 05:00:00,28.8,80,25.0,996.3,0.0,100,15.5,238,38.2
2026-07-13 06:00:00,28.7,81,25.1,996.6,0.0,98,15.5,237,34.2
2026-07-13 07:00:00,29.1,79,25.1,997.3,0.0,100,14.2,240,34.6
2026-07-13 08:00:00,30.0,73,24.7,997.8,0.0,99,17.3,240,41.0
2026-07-13 09:00:00,30.7,70,24.6,998.2,0.0,43,18.7,239,46.1
2026-07-13 10:00:00,31.3,67,24.5,998.4,0.0,49,19.4,237,48.6
2026-07-13 11:00:00,31.9,66,24.8,999.1,0.0,82,19.5,234,50.0
2026-07-13 12:00:00,31.9,66,24.8,999.2,0.0,66,20.4,231,52.6
2026-07-13 13:00:00,31.7,67,24.8,999.1,0.0,58,22.4,228,56.5
2026-07-13 14:00:00,31.4,68,24.8,998.8,0.0,94,22.4,224,56.9
2026-07-13 15:00:00,31.1,69,24.7,998.5,0.0,70,22.7,224,57.2
2026-07-13 16:00:00,30.6,71,24.7,998.1,0.1,40,22.1,224,56.9
2026-07-13 17:00:00,30.2,73,24.9,998.2,0.1,59,21.6,221,55.1
2026-07-13 18:00:00,29.5,76,24.8,998.5,0.1,23,21.0,219,52.6
2026-07-13 19:00:00,28.9,78,24.7,999.2,0.3,41,21.8,214,50.8
2026-07-13 20:00:00,28.4,81,24.8,999.9,0.4,56,21.1,217,50.8
2026-07-13 21:00:00,28.3,81,24.7,1000.6,0.2,34,20.6,224,49.3
2026-07-13 22:00:00,28.0,83,24.7,1001.2,0.0,44,19.3,230,47.5
2026-07-13 23:00:00,28.3,84,25.2,1000.9,0.1,23,16.8,235,44.6
2026-07-14 00:00:00,28.0,86,25.4,1000.9,0.0,20,15.6,236,36.0
2026-07-14 01:00:00,27.9,87,25.6,1000.4,0.0,13,16.9,226,36.0
2026-07-14 02:00:00,27.7,88,25.5,1000.0,0.1,34,17.1,233,37.4
2026-07-14 03:00:00,27.7,87,25.3,999.5,0.0,30,18.1,235,38.5
2026-07-14 04:00:00,27.5,88,25.3,999.5,0.0,33,17.5,238,38.9
2026-07-14 05:00:00,27.8,88,25.6,999.6,0.0,30,16.7,235,38.5
2026-07-14 06:00:00,27.8,87,25.4,999.9,0.0,50,17.2,236,36.7
2026-07-14 07:00:00,28.1,84,25.2,1000.3,0.1,77,18.6,240,44.6
2026-07-14 08:00:00,28.7,81,25.1,1000.7,0.2,97,19.7,242,46.1
2026-07-14 09:00:00,29.4,77,25.0,1001.0,0.2,100,19.2,236,46.8
2026-07-14 10:00:00,29.6,77,25.2,1001.5,0.2,99,19.9,235,49.0
2026-07-14 11:00:00,30.3,72,24.7,1001.6,0.2,63,19.7,237,49.0
2026-07-14 12:00:00,30.7,71,24.9,1001.5,0.2,48,19.6,234,49.7
2026-07-14 13:00:00,30.8,71,24.9,1001.3,0.2,49,19.2,232,49.3
2026-07-14 14:00:00,30.5,73,25.0,1000.9,0.1,54,19.4,230,49.3
2026-07-14 15:00:00,30.2,73,24.9,1000.6,0.2,81,19.7,227,50.0
2026-07-14 16:00:00,29.7,74,24.7,1000.5,0.3,98,20.4,226,50.0
2026-07-14 17:00:00,30.0,72,24.5,1000.2,0.4,98,19.0,227,49.7
2026-07-14 18:00:00,29.1,77,24.6,1000.4,0.2,99,17.0,231,45.7
2026-07-14 19:00:00,28.7,79,24.7,1000.7,0.1,98,16.4,232,40.0
2026-07-14 20:00:00,28.3,84,25.2,1000.8,0.1,79,18.5,227,41.8
2026-07-14 21:00:00,28.1,84,25.1,1001.7,0.0,27,16.3,228,42.8
2026-07-14 22:00:00,28.2,81,24.7,1002.4,0.0,64,15.3,232,34.9
2026-07-14 23:00:00,28.4,80,24.6,1002.0,0.0,38,14.8,234,32.4
2026-07-15 00:00:00,28.2,80,24.3,1002.1,0.0,26,14.8,238,31.7
2026-07-15 01:00:00,27.9,81,24.4,1001.9,0.0,45,15.0,243,32.0
2026-07-15 02:00:00,27.6,85,24.8,1001.3,0.0,95,16.1,248,34.2
2026-07-15 03:00:00,27.6,86,24.9,1001.1,0.0,99,15.7,254,35.3
2026-07-15 04:00:00,27.4,87,25.0,1000.8,0.0,87,14.0,255,33.5
2026-07-15 05:00:00,28.0,84,25.1,1001.1,0.0,90,13.0,256,29.9
2026-07-15 06:00:00,28.0,81,24.3,1000.9,0.0,71,13.2,250,28.1
2026-07-15 07:00:00,28.3,79,24.4,1001.5,0.0,43,13.8,249,32.4
2026-07-15 08:00:00,29.0,74,24.0,1001.7,0.0,69,15.9,250,38.2
2026-07-15 09:00:00,29.7,71,23.8,1002.1,0.1,54,15.9,250,40.0
2026-07-15 10:00:00,30.4,68,23.8,1002.3,0.1,66,15.7,243,40.7
2026-07-15 11:00:00,30.9,66,23.9,1002.5,0.2,74,16.4,237,42.1
2026-07-15 12:00:00,30.7,68,24.2,1002.3,0.1,54,16.5,232,43.2
2026-07-15 13:00:00,30.9,68,24.3,1002.0,0.0,44,17.1,228,44.6
2026-07-15 14:00:00,31.0,67,24.2,1001.5,0.0,41,16.2,224,44.6
2026-07-15 15:00:00,30.7,67,24.0,1001.5,0.1,56,15.9,222,42.8
2026-07-15 16:00:00,30.2,69,24.0,1001.2,0.1,55,15.5,222,42.1
2026-07-15 17:00:00,30.5,68,23.9,1001.4,0.2,68,15.5,230,40.3
2026-07-15 18:00:00,29.7,72,24.2,1001.4,0.1,68,13.8,233,38.5
2026-07-15 19:00:00,29.1,76,24.4,1001.5,0.0,98,13.7,235,34.2
2026-07-15 20:00:00,28.6,79,24.6,1001.9,0.0,95,13.6,231,33.8
2026-07-15 21:00:00,28.2,82,24.8,1002.4,0.0,91,12.5,226,33.1
2026-07-15 22:00:00,28.0,83,24.9,1002.9,0.1,61,13.1,227,31.3
2026-07-15 23:00:00,28.1,83,25.0,1003.2,0.1,50,11.2,238,30.6
2026-07-16 00:00:00,27.9,84,24.9,1003.1,0.0,35,9.9,241,25.9
2026-07-16 01:00:00,27.7,85,24.9,1003.0,0.0,30,9.2,247,20.9
2026-07-16 02:00:00,27.5,85,24.8,1002.6,0.0,25,9.2,244,19.4
2026-07-16 03:00:00,27.2,87,24.9,1002.4,0.0,56,9.5,243,19.8
2026-07-16 04:00:00,27.3,87,24.9,1002.1,0.0,52,10.0,247,21.2
2026-07-16 05:00:00,27.5,89,25.5,1002.3,0.0,27,9.6,258,21.2
2026-07-16 06:00:00,27.3,90,25.5,1002.8,0.0,29,9.2,259,19.8
2026-07-16 07:00:00,27.3,90,25.6,1003.3,0.1,45,11.3,257,25.9
2026-07-16 08:00:00,28.6,82,25.2,1003.6,0.1,28,12.9,247,31.7
2026-07-16 09:00:00,29.6,75,24.8,1003.8,0.0,56,13.2,240,33.8
2026-07-16 10:00:00,30.2,71,24.4,1003.9,0.1,100,14.4,237,37.8
2026-07-16 11:00:00,31.1,66,24.1,1004.0,0.2,92,13.3,243,39.2
2026-07-16 12:00:00,31.2,66,24.0,1003.6,0.0,41,12.9,233,35.6
2026-07-16 13:00:00,31.6,65,24.1,1003.0,0.0,72,13.4,221,36.7
2026-07-16 14:00:00,31.1,67,24.3,1002.7,0.0,29,13.7,214,37.8
2026-07-16 15:00:00,31.0,68,24.3,1002.2,0.0,16,14.0,210,38.5
2026-07-16 16:00:00,30.6,69,24.2,1002.1,0.0,37,13.6,211,38.5
2026-07-16 17:00:00,30.2,70,24.1,1002.4,0.1,58,12.9,227,37.4
2026-07-16 18:00:00,29.6,72,24.0,1002.3,0.0,28,11.2,232,33.5
2026-07-16 19:00:00,29.2,74,24.1,1002.5,0.0,34,10.4,228,29.5
2026-07-16 20:00:00,28.7,77,24.3,1002.6,0.0,32,11.2,232,28.1
2026-07-16 21:00:00,28.5,79,24.4,1002.9,0.0,36,12.0,227,29.2
2026-07-16 22:00:00,28.3,80,24.5,1003.4,0.1,47,11.8,230,29.2
2026-07-16 23:00:00,28.4,81,24.7,1003.4,0.1,34,11.0,240,28.1
2026-07-17 00:00:00,28.0,82,24.7,1003.0,0.1,42,11.5,245,27.7
2026-07-17 01:00:00,27.7,84,24.8,1002.8,0.1,30,11.7,247,27.7
2026-07-17 02:00:00,27.8,83,24.7,1002.4,0.0,14,11.2,248,29.5
2026-07-17 03:00:00,27.4,85,24.7,1002.0,0.0,41,12.1,250,28.4
2026-07-17 04:00:00,27.3,86,24.8,1001.8,0.1,52,12.7,255,29.9
2026-07-17 05:00:00,27.7,86,25.1,1001.9,0.0,41,12.4,254,28.4
2026-07-17 06:00:00,27.5,87,25.2,1002.5,0.1,41,11.4,257,26.3
2026-07-17 07:00:00,27.9,85,25.1,1002.9,0.1,45,13.6,262,31.7
2026-07-17 08:00:00,28.7,79,24.6,1003.2,0.1,46,14.6,269,35.3
2026-07-17 09:00:00,29.7,73,24.4,1003.5,0.1,29,14.2,267,36.0
2026-07-17 10:00:00,30.5,69,24.1,1003.5,0.1,54,15.0,256,38.9
2026-07-17 11:00:00,31.2,64,23.7,1003.6,0.1,62,15.1,250,40.3
2026-07-17 12:00:00,31.0,65,23.6,1003.5,0.1,80,14.7,242,39.6
2026-07-17 13:00:00,31.0,66,23.9,1002.8,0.0,81,15.1,237,40.0
2026-07-17 14:00:00,30.6,69,24.4,1002.2,0.1,84,16.9,235,43.9
2026-07-17 15:00:00,30.4,72,24.8,1001.5,0.1,47,18.8,233,47.5
2026-07-17 16:00:00,30.3,71,24.5,1001.5,0.0,13,17.4,235,47.5
2026-07-17 17:00:00,30.3,68,23.8,1001.4,0.0,13,16.8,243,44.3
2026-07-17 18:00:00,29.5,71,23.8,1001.3,0.0,11,16.6,243,42.5
2026-07-17 19:00:00,28.9,74,23.7,1001.7,0.0,64,16.5,241,41.0
2026-07-17 20:00:00,28.7,75,23.8,1002.2,0.1,27,16.7,242,40.3
2026-07-17 21:00:00,28.5,77,24.0,1002.7,0.1,31,16.8,246,40.0
2026-07-17 22:00:00,28.3,78,24.1,1003.3,0.0,27,16.6,248,40.3
2026-07-17 23:00:00,28.2,78,24.1,1003.1,0.0,38,16.1,252,40.0
2026-07-18 00:00:00,28.1,79,24.2,1002.8,0.0,42,15.5,250,37.1
2026-07-18 01:00:00,27.8,81,24.2,1002.4,0.0,36,14.9,255,36.4
2026-07-18 02:00:00,27.7,82,24.3,1001.7,0.0,39,15.7,257,36.0
2026-07-18 03:00:00,27.5,83,24.4,1001.4,0.0,44,16.3,256,37.8
2026-07-18 04:00:00,27.5,83,24.4,1001.4,0.0,55,14.8,260,37.4
2026-07-18 05:00:00,27.6,85,24.8,1001.6,0.0,37,15.4,260,33.8
2026-07-18 06:00:00,27.6,83,24.4,1002.0,0.1,31,15.0,265,33.1
2026-07-18 07:00:00,27.9,80,24.1,1002.2,0.0,27,16.9,269,41.4
2026-07-18 08:00:00,28.6,76,23.8,1002.4,0.0,33,17.6,269,42.1
2026-07-18 09:00:00,29.6,70,23.5,1002.5,0.0,30,17.4,263,42.8
2026-07-18 10:00:00,30.4,64,22.9,1002.4,0.0,99,18.1,257,45.4
2026-07-18 11:00:00,30.6,65,23.4,1002.2,0.1,77,20.5,249,49.0
2026-07-18 12:00:00,30.8,65,23.4,1001.8,0.1,75,20.6,245,51.8
2026-07-18 13:00:00,31.0,64,23.5,1001.3,0.0,59,20.0,244,51.8
2026-07-18 14:00:00,31.1,63,23.3,1000.9,0.1,99,20.0,243,50.8
2026-07-18 15:00:00,30.0,70,23.9,1000.6,0.1,76,20.6,239,51.1
2026-07-18 16:00:00,30.1,70,24.0,1000.4,0.0,70,20.4,236,51.5
2026-07-18 17:00:00,29.8,70,23.7,1000.3,0.0,38,19.8,242,50.4
2026-07-18 18:00:00,29.2,72,23.6,1000.2,0.0,29,18.9,238,48.6
2026-07-18 19:00:00,28.7,73,23.4,1000.3,0.0,52,19.8,244,46.8
2026-07-18 20:00:00,28.6,75,23.7,1000.9,0.1,52,18.2,249,46.8
2026-07-18 21:00:00,28.5,77,24.1,1001.8,0.3,52,18.0,251,43.9
2026-07-18 22:00:00,28.4,79,24.4,1002.0,0.1,34,16.1,250,41.4
2026-07-18 23:00:00,28.5,78,24.4,1001.8,0.0,43,17.2,256,38.2
2026-07-19 00:00:00,28.2,80,24.3,1001.3,0.0,43,16.5,250,43.6
2026-07-19 01:00:00,28.0,81,24.3,1000.8,0.0,27,15.5,255,37.4
2026-07-19 02:00:00,27.7,82,24.4,1000.4,0.0,27,14.5,256,36.0
2026-07-19 03:00:00,27.7,82,24.3,1000.1,0.0,34,13.4,258,32.8
2026-07-19 04:00:00,27.6,82,24.3,1000.1,0.0,55,14.1,260,30.2
2026-07-19 05:00:00,27.5,88,25.3,1000.2,0.0,80,13.9,260,30.6
