time,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,precipitation,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2026-06-25 15:00:00,31.4,69,25.0,1001.3,0.1,38,19.7,241,50.0
2026-06-25 16:00:00,31.6,68,24.9,1000.8,0.0,32,18.5,242,49.7
2026-06-25 17:00:00,31.3,66,24.2,1000.8,0.0,91,16.7,244,46.8
2026-06-25 18:00:00,30.6,69,24.2,1001.1,0.1,93,16.3,238,41.8
2026-06-25 19:00:00,30.0,73,24.6,1001.6,0.0,41,16.6,240,40.3
2026-06-25 20:00:00,29.7,74,24.7,1001.9,0.0,10,15.5,247,39.6
2026-06-25 21:00:00,29.5,75,24.7,1002.4,0.0,34,15.1,244,36.7
2026-06-25 22:00:00,29.6,75,24.7,1003.0,0.0,23,14.6,250,35.3
2026-06-25 23:00:00,29.5,76,24.8,1003.2,0.0,15,13.5,256,34.2
2026-06-26 00:00:00,29.2,77,24.8,1003.1,0.0,26,12.9,255,29.2
2026-06-26 01:00:00,29.0,78,24.9,1002.7,0.0,35,12.6,256,28.8
2026-06-26 02:00:00,28.8,80,25.0,1002.5,0.0,34,11.7,272,27.0
2026-06-26 03:00:00,28.6,81,25.1,1002.2,0.0,23,10.8,275,24.8
2026-06-26 04:00:00,28.4,82,25.1,1002.1,0.0,11,10.4,272,23.0
2026-06-26 05:00:00,28.9,78,24.7,1002.3,0.0,52,9.7,268,22.0
2026-06-26 06:00:00,28.9,78,24.8,1003.0,0.0,20,10.2,260,21.2
2026-06-26 07:00:00,29.3,77,24.9,1003.5,0.0,27,11.6,257,27.0
2026-06-26 08:00:00,30.2,73,24.8,1003.9,0.0,36,13.2,255,33.1
2026-06-26 09:00:00,31.1,69,24.7,1004.1,0.0,63,13.1,252,33.8
2026-06-26 10:00:00,31.6,66,24.6,1004.3,0.0,89,13.9,249,36.0
2026-06-26 11:00:00,32.9,60,24.0,1004.1,0.1,100,13.1,247,37.1
2026-06-26 12:00:00,32.1,64,24.5,1003.9,0.0,100,14.0,235,36.4
2026-06-26 13:00:00,31.9,67,24.9,1003.7,0.0,61,14.8,228,38.9
2026-06-26 14:00:00,32.3,65,24.9,1003.2,0.0,59,15.0,226,40.0
2026-06-26 15:00:00,32.0,67,25.0,1002.8,0.0,59,15.9,226,41.8
2026-06-26 16:00:00,31.4,69,25.0,1002.3,0.0,8,15.5,234,42.5
2026-06-26 17:00:00,31.7,66,24.5,1002.3,0.0,20,15.0,240,40.3
2026-06-26 18:00:00,30.9,68,24.4,1002.4,0.0,47,14.3,243,38.5
2026-06-26 19:00:00,30.2,72,24.5,1002.9,0.0,79,14.6,252,37.1
2026-06-26 20:00:00,29.8,75,24.9,1003.4,0.0,55,14.7,253,35.3
2026-06-26 21:00:00,29.6,77,25.0,1003.8,0.0,7,13.2,253,35.3
2026-06-26 22:00:00,29.4,77,25.0,1004.2,0.0,6,12.1,249,31.3
2026-06-26 23:00:00,29.4,76,24.7,1004.2,0.0,10,12.0,263,28.8
2026-06-27 00:00:00,29.2,77,24.6,1004.0,0.0,44,11.2,264,31.0
2026-06-27 01:00:00,29.1,77,24.7,1003.8,0.0,34,9.9,268,24.8
2026-06-27 02:00:00,28.9,78,24.7,1003.2,0.0,10,9.4,272,22.3
2026-06-27 03:00:00,28.9,77,24.5,1003.1,0.0,7,8.8,270,20.2
